,Code postal,Commune,Type local,loyer,Population totale,SNHMO18,SNHMFO18
32078,10160,RIGNY LE FERRON,Maison,7.588262778,346.0,10.98486462,9.693810716
32079,10300,SAINTE SAVINE,Appartement,9.436088996,10818.0,10.98486462,9.693810716
32080,10160,AIX-VILLEMAUR-PALIS,Maison,6.792094388,3585.0,10.98486462,9.693810716
32081,10120,SAINT ANDRE LES VERGERS,Maison,9.085727577,12768.0,10.98486462,9.693810716
32082,10260,COURTENOT,Maison,7.517213395,239.0,10.98486462,9.693810716
32083,10260,VIREY SOUS BAR,Maison,5.976415105,623.0,10.98486462,9.693810716
32084,10160,BERULLE,Maison,7.588262778,224.0,10.98486462,9.693810716
32085,10120,SAINT ANDRE LES VERGERS,Appartement,10.33385402,12768.0,10.98486462,9.693810716
32086,10390,VERRIERES,Maison,7.517213395,1897.0,10.98486462,9.693810716
32087,10000,TROYES,Appartement,10.24604497,63124.0,10.98486462,9.693810716
32088,10800,SAINT JULIEN LES VILLAS,Maison,8.594551651,6946.0,10.98486462,9.693810716
32090,10430,ROSIERES PRES TROYES,Maison,8.893777554,4760.0,10.98486462,9.693810716
32092,10430,ROSIERES PRES TROYES,Appartement,10.84536331,4760.0,10.98486462,9.693810716
32094,10260,SAINT PARRES LES VAUDES,Maison,7.517213395,1040.0,10.98486462,9.693810716
32095,10400,LA LOUPTIERE-THENARD,Maison,7.588262778,301.0,10.98486462,9.693810716
32098,10400,COURCEROY,Maison,7.418657217,136.0,10.98486462,9.693810716
32099,10450,BREVIANDES,Appartement,10.23453186,2893.0,10.98486462,9.693810716
32100,10360,CUNFIN,Maison,5.238666886,178.0,10.98486462,9.693810716
32102,10260,VILLEMOYENNE,Maison,7.517213395,780.0,10.98486462,9.693810716
32105,10800,SAINT JULIEN LES VILLAS,Appartement,10.28546525,6946.0,10.98486462,9.693810716
32106,10000,TROYES,Maison,8.717837754,63124.0,10.98486462,9.693810716
32108,10270,MONTAULIN,Maison,7.517213395,834.0,10.98486462,9.693810716
32109,10700,CHAMPIGNY SUR AUBE,Maison,6.05409912,110.0,10.98486462,9.693810716
32110,10700,ARCIS SUR AUBE,Maison,6.646381806,2923.0,10.98486462,9.693810716
32112,10280,RILLY SAINTE SYRE,Maison,6.340490469,240.0,10.98486462,9.693810716
32118,10220,ASSENCIERES,Maison,6.213621711,177.0,10.98486462,9.693810716
32119,10300,SAINTE SAVINE,Maison,8.793298549,10818.0,10.98486462,9.693810716
32120,10600,LA CHAPELLE ST LUC,Appartement,7.622758591,12006.0,10.98486462,9.693810716
32122,10600,BARBEREY SAINT SULPICE,Appartement,9.200762394,1522.0,10.98486462,9.693810716
32123,10100,ROMILLY SUR SEINE,Maison,7.088847587,14643.0,10.98486462,9.693810716
32128,10400,NOGENT SUR SEINE,Maison,7.418657217,6105.0,10.98486462,9.693810716
32129,10400,LA SAULSOTTE,Maison,7.418657217,705.0,10.98486462,9.693810716
32130,10210,VILLIERS SOUS PRASLIN,Maison,5.653753788,71.0,10.98486462,9.693810716
32132,10420,LES NOES PRES TROYES,Maison,8.893777554,3316.0,10.98486462,9.693810716
32136,10510,CHATRES,Maison,6.799559219,718.0,10.98486462,9.693810716
32140,10600,SAVIERES,Maison,6.799559219,1015.0,10.98486462,9.693810716
32142,10260,VAUDES,Maison,7.517213395,721.0,10.98486462,9.693810716
32143,10190,AIX-VILLEMAUR-PALIS,Maison,6.792094388,3585.0,10.98486462,9.693810716
32147,10320,SAINT JEAN DE BONNEVAL,Maison,6.979485954,405.0,10.98486462,9.693810716
32150,10440,LA RIVIERE DE CORPS,Maison,9.015201298,3565.0,10.98486462,9.693810716
32152,10370,VILLENAUXE-LA-GRANDE,Maison,6.340490469,2757.0,10.98486462,9.693810716
32155,10220,PINEY,Maison,6.213621711,1494.0,10.98486462,9.693810716
32156,10120,SAINT GERMAIN,Maison,7.517213395,2338.0,10.98486462,9.693810716
32159,10800,VILLY LE BOIS,Maison,7.517213395,56.0,10.98486462,9.693810716
32169,10410,SAINT PARRES AUX TERTRES,Maison,7.517213395,3184.0,10.98486462,9.693810716
32170,10170,ETRELLES SUR AUBE,Maison,6.799559219,158.0,10.98486462,9.693810716
32171,10240,AULNAY,Maison,6.892734505,132.0,10.98486462,9.693810716
32173,10200,BAROVILLE,Maison,5.524899844,314.0,10.98486462,9.693810716
32175,10500,DIENVILLE,Maison,5.524899844,892.0,10.98486462,9.693810716
32176,10200,BAR SUR AUBE,Maison,5.926835288,5027.0,10.98486462,9.693810716
32178,10600,LA CHAPELLE ST LUC,Maison,8.893777554,12006.0,10.98486462,9.693810716
32188,10380,VIAPRES LE PETIT,Maison,6.340490469,135.0,10.98486462,9.693810716
32189,10700,TORCY LE GRAND,Maison,6.05409912,462.0,10.98486462,9.693810716
32190,10150,MONTSUZAIN,Maison,6.340490469,413.0,10.98486462,9.693810716
32195,10150,LAVAU,Maison,7.517213395,940.0,10.98486462,9.693810716
32200,10450,BREVIANDES,Maison,8.273538659,2893.0,10.98486462,9.693810716
32205,10400,SOLIGNY LES ETANGS,Maison,7.588262778,248.0,10.98486462,9.693810716
32210,10120,LAINES AUX BOIS,Maison,6.979485954,540.0,10.98486462,9.693810716
32215,10390,CLEREY,Maison,7.517213395,1134.0,10.98486462,9.693810716
32216,10100,SAINT MARTIN DE BOSSENAY,Maison,6.799559219,373.0,10.98486462,9.693810716
32219,10170,SAINT OULPH,Maison,6.799559219,301.0,10.98486462,9.693810716
32225,10180,SAINT LYE,Maison,6.799559219,2962.0,10.98486462,9.693810716
32226,10210,LAGESSE,Maison,5.653753788,211.0,10.98486462,9.693810716
32227,10400,FONTAINE MACON,Maison,7.588262778,650.0,10.98486462,9.693810716
32233,10270,MONTREUIL SUR BARSE,Maison,7.517213395,299.0,10.98486462,9.693810716
32234,10320,FAYS LA CHAPELLE,Maison,6.979485954,130.0,10.98486462,9.693810716
32241,10400,TRAINEL,Maison,7.588262778,1063.0,10.98486462,9.693810716
32246,10170,CHAUCHIGNY,Maison,6.799559219,239.0,10.98486462,9.693810716
32250,10250,MUSSY SUR SEINE,Maison,6.087021227,1034.0,10.98486462,9.693810716
32254,10320,CRESANTIGNES,Maison,6.979485954,318.0,10.98486462,9.693810716
32259,10800,ISLE AUMONT,Appartement,6.537277543,474.0,10.98486462,9.693810716
32261,10800,LA VENDUE MIGNOT,Maison,7.517213395,253.0,10.98486462,9.693810716
32267,10150,CRENEY PRES TROYES,Maison,7.517213395,1947.0,10.98486462,9.693810716
32268,10100,CRANCEY,Maison,6.340490469,722.0,10.98486462,9.693810716
32271,10400,GUMERY,Maison,7.588262778,230.0,10.98486462,9.693810716
32275,10160,VILLEMOIRON EN OTHE,Maison,6.979485954,207.0,10.98486462,9.693810716
32278,10400,LA VILLENEUVE AU CHATELOT,Maison,6.340490469,151.0,10.98486462,9.693810716
32284,10190,ESTISSAC,Maison,7.083255591,1859.0,10.98486462,9.693810716
32287,10600,PAYNS,Maison,6.340490469,1388.0,10.98486462,9.693810716
32300,10600,VILLACERF,Maison,6.340490469,602.0,10.98486462,9.693810716
32301,10190,BERCENAY EN OTHE,Maison,6.979485954,473.0,10.98486462,9.693810716
32302,10100,SAINT LOUP DE BUFFIGNY,Maison,6.792094388,216.0,10.98486462,9.693810716
32307,10250,GYE SUR SEINE,Maison,5.238666886,502.0,10.98486462,9.693810716
32308,10160,MARAYE EN OTHE,Maison,6.979485954,449.0,10.98486462,9.693810716
32309,10600,BARBEREY SAINT SULPICE,Maison,6.979485954,1522.0,10.98486462,9.693810716
32311,10500,SAINT LEGER SOUS BRIENNE,Maison,6.285561876,395.0,10.98486462,9.693810716
32320,10280,FONTAINE LES GRES,Maison,6.799559219,892.0,10.98486462,9.693810716
32321,10150,PONTSAINTE MARIE,Maison,7.517213395,5253.0,10.98486462,9.693810716
32337,10800,CORMOST,Maison,7.517213395,308.0,10.98486462,9.693810716
32339,10300,MACEY,Maison,6.979485954,980.0,10.98486462,9.693810716
32345,10280,SAINT MESMIN,Maison,6.799559219,875.0,10.98486462,9.693810716
32351,10150,VOUE,Maison,6.05409912,697.0,10.98486462,9.693810716
32353,10150,SAINTE MAURE,Maison,6.979485954,1973.0,10.98486462,9.693810716
32362,10440,TORVILLIERS,Maison,6.979485954,993.0,10.98486462,9.693810716
32375,10150,PONTSAINTE MARIE,Appartement,9.769930134,5253.0,10.98486462,9.693810716
32380,10260,FOUCHERES,Maison,7.517213395,550.0,10.98486462,9.693810716
32386,10330,SAINT LEGER SOUS MARGERIE,Maison,6.35258693,57.0,10.98486462,9.693810716
32402,10150,AUBETERRE,Maison,6.979485954,376.0,10.98486462,9.693810716
32404,10320,BOUILLY,Maison,6.979485954,1140.0,10.98486462,9.693810716
32414,10800,BUCHERES,Maison,7.517213395,1791.0,10.98486462,9.693810716
32415,10230,MAILLY LE CAMP,Maison,7.094628821,1854.0,10.98486462,9.693810716
32418,10220,ROUILLY SACEY,Maison,6.213621711,389.0,10.98486462,9.693810716
32421,10320,VILLERY,Maison,6.979485954,276.0,10.98486462,9.693810716
32422,10170,MERY SUR SEINE,Maison,6.799559219,1571.0,10.98486462,9.693810716
32435,10400,LE MERIOT,Maison,7.418657217,630.0,10.98486462,9.693810716
32436,10200,BAR SUR AUBE,Appartement,6.243264063,5027.0,10.98486462,9.693810716
32469,10310,BAYEL,Maison,5.926835288,760.0,10.98486462,9.693810716
32480,10510,MAIZIERES LA GRANDE PAROISSE,Maison,6.799559219,1535.0,10.98486462,9.693810716
32481,10800,MOUSSEY,Maison,7.517213395,657.0,10.98486462,9.693810716
32487,10800,ISLE AUMONT,Maison,7.517213395,474.0,10.98486462,9.693810716
32492,10130,ERVY LE CHATEL,Maison,5.653753788,1176.0,10.98486462,9.693810716
32505,10500,BRIENNE LE CHATEAU,Maison,5.988712044,2810.0,10.98486462,9.693810716
32510,10210,BALNOT LA GRANGE,Maison,5.653753788,120.0,10.98486462,9.693810716
32529,10800,LES BORDES AUMONT,Maison,7.517213395,546.0,10.98486462,9.693810716
32546,10100,LA FOSSE CORDUAN,Maison,6.792094388,225.0,10.98486462,9.693810716
32548,10400,PONT SUR SEINE,Maison,6.792094388,1181.0,10.98486462,9.693810716
32551,10400,MONTPOTHIER,Maison,7.418657217,336.0,10.98486462,9.693810716
32558,10190,FONTVANNES,Maison,6.979485954,719.0,10.98486462,9.693810716
32565,10800,BUCHERES,Appartement,9.200762394,1791.0,10.98486462,9.693810716
32566,10130,VOSNON,Maison,5.653753788,234.0,10.98486462,9.693810716
32578,10400,PLESSIS-BARBUISE,Maison,7.418657217,201.0,10.98486462,9.693810716
32584,10170,LES GRANDES CHAPELLES,Maison,6.340490469,402.0,10.98486462,9.693810716
32586,10290,MARCILLY LE HAYER,Maison,6.792094388,738.0,10.98486462,9.693810716
32594,10160,SAINT MARDS EN OTHE,Maison,6.979485954,650.0,10.98486462,9.693810716
32597,10210,VANLAY,Maison,5.653753788,302.0,10.98486462,9.693810716
32598,10210,MAISONS LES CHAOURCE,Maison,5.653753788,161.0,10.98486462,9.693810716
32602,10170,LONGUEVILLE SUR AUBE,Maison,6.799559219,126.0,10.98486462,9.693810716
32604,10130,EAUX PUISEAUX,Maison,5.653753788,266.0,10.98486462,9.693810716
32620,10140,VENDEUVRE SUR BARSE,Maison,6.213621711,2354.0,10.98486462,9.693810716
32629,10140,MESNIL ST PERE,Maison,6.213621711,487.0,10.98486462,9.693810716
32638,10190,CHENNEGY,Maison,6.979485954,443.0,10.98486462,9.693810716
32646,10300,MACEY,Appartement,9.200762394,980.0,10.98486462,9.693810716
32648,10260,RUMILLY LES VAUDES,Maison,7.517213395,560.0,10.98486462,9.693810716
32654,10200,COUVIGNON,Maison,5.524899844,207.0,10.98486462,9.693810716
32658,10310,LONGCHAMP SUR AUJON,Maison,5.926835288,419.0,10.98486462,9.693810716
32673,10340,LES RICEYS,Maison,5.238666886,1251.0,10.98486462,9.693810716
32679,10290,BOURDENAY,Maison,6.792094388,116.0,10.98486462,9.693810716
32682,10340,BRAGELOGNE-BEAUVOIR,Maison,5.238666886,251.0,10.98486462,9.693810716
32683,10250,NEUVILLE SUR SEINE,Maison,5.238666886,442.0,10.98486462,9.693810716
32687,10150,VAILLY,Maison,6.285561876,292.0,10.98486462,9.693810716
32690,10100,PARS-LES-ROMILLY,Maison,6.799559219,823.0,10.98486462,9.693810716
32695,10290,AVON LA PEZE,Maison,6.792094388,197.0,10.98486462,9.693810716
32728,10270,LAUBRESSEL,Maison,6.213621711,559.0,10.98486462,9.693810716
32730,10220,ONJON,Maison,6.801187393,260.0,10.98486462,9.693810716
32732,10410,RUVIGNY,Maison,7.517213395,507.0,10.98486462,9.693810716
32733,10110,BOURGUIGNONS,Maison,7.517213395,286.0,10.98486462,9.693810716
32736,10350,MARIGNY LE CHATEL,Maison,6.799559219,1799.0,10.98486462,9.693810716
32748,10270,BOURANTON,Maison,6.213621711,585.0,10.98486462,9.693810716
32758,10600,MERGEY,Maison,6.340490469,694.0,10.98486462,9.693810716
32766,10400,NOGENT SUR SEINE,Appartement,9.260096528,6105.0,10.98486462,9.693810716
32775,10270,LUSIGNY SUR BARSE,Maison,7.517213395,2244.0,10.98486462,9.693810716
32781,10140,AMANCE,Maison,5.524899844,277.0,10.98486462,9.693810716
32792,10140,BRIEL SUR BARSE,Maison,7.517213395,206.0,10.98486462,9.693810716
32803,10240,POUGY,Maison,6.801187393,293.0,10.98486462,9.693810716
32805,10210,LA LOGE POMBLIN,Maison,6.979485954,68.0,10.98486462,9.693810716
32812,10200,COLOMBE LE SEC,Maison,5.524899844,152.0,10.98486462,9.693810716
32825,10700,LE CHENE,Maison,6.646381806,295.0,10.98486462,9.693810716
32832,10200,ARSONVAL,Maison,5.524899844,319.0,10.98486462,9.693810716
32839,10300,MONTGUEUX,Maison,6.979485954,404.0,10.98486462,9.693810716
32848,10400,LA MOTTE TILLY,Maison,7.588262778,371.0,10.98486462,9.693810716
32850,10130,AUXON,Maison,6.979485954,1022.0,10.98486462,9.693810716
32851,10420,LES NOES PRES TROYES,Appartement,7.403562291,3316.0,10.98486462,9.693810716
32856,10410,SAINT PARRES AUX TERTRES,Appartement,10.29182689,3184.0,10.98486462,9.693810716
32857,10190,DIERREY ST PIERRE,Maison,6.979485954,308.0,10.98486462,9.693810716
32858,10400,BARBUISE,Maison,7.418657217,475.0,10.98486462,9.693810716
32863,10140,LONGPRE LE SEC,Maison,6.213621711,91.0,10.98486462,9.693810716
32868,10190,MESNIL ST LOUP,Maison,6.792094388,624.0,10.98486462,9.693810716
32873,10500,PRECY NOTRE DAME,Maison,6.285561876,84.0,10.98486462,9.693810716
32874,10190,VAUCHASSIS,Maison,6.979485954,506.0,10.98486462,9.693810716
32880,10200,CHAMPIGNOL LEZ MONDEVILLE,Maison,5.312159508,275.0,10.98486462,9.693810716
32905,10180,SAINT BENOIT SUR SEINE,Maison,6.979485954,399.0,10.98486462,9.693810716
32913,10120,SAINT POUANGE,Maison,6.979485954,1164.0,10.98486462,9.693810716
32917,10110,BAR SUR SEINE,Maison,5.976415105,3186.0,10.98486462,9.693810716
32922,10210,LANTAGES,Maison,5.653753788,226.0,10.98486462,9.693810716
32930,10170,PREMIERFAIT,Maison,6.340490469,90.0,10.98486462,9.693810716
32936,10170,MESGRIGNY,Maison,6.799559219,284.0,10.98486462,9.693810716
32937,10200,COLOMBE LA FOSSE,Maison,5.524899844,195.0,10.98486462,9.693810716
32943,10150,CHARMONT-SOUS-BARBUISE,Maison,6.801187393,1034.0,10.98486462,9.693810716
32945,10150,LUYERES,Maison,6.801187393,467.0,10.98486462,9.693810716
32958,10440,LA RIVIERE DE CORPS,Appartement,9.200762394,3565.0,10.98486462,9.693810716
32964,10170,DROUPT SAINT BASLE,Maison,6.799559219,361.0,10.98486462,9.693810716
32998,10100,OSSEY LES TROIS MAISONS,Maison,6.799559219,602.0,10.98486462,9.693810716
32999,10100,ROMILLY SUR SEINE,Appartement,7.674713857,14643.0,10.98486462,9.693810716
33004,10800,VILLEMEREUIL,Maison,6.979485954,255.0,10.98486462,9.693810716
33020,10150,SAINTE MAURE,Appartement,9.200762394,1973.0,10.98486462,9.693810716
33041,10400,AVANT LES MARCILLY,Maison,7.588262778,516.0,10.98486462,9.693810716
33044,10500,MORVILLIERS,Maison,5.524899844,299.0,10.98486462,9.693810716
33063,10800,SAINT LEGER PRES TROYES,Maison,7.517213395,906.0,10.98486462,9.693810716
33065,10170,DROUPT SAINTE MARIE,Maison,6.799559219,240.0,10.98486462,9.693810716
33083,10290,BERCENAY LE HAYER,Maison,6.792094388,196.0,10.98486462,9.693810716
33084,10350,LE PAVILLON STE JULIE,Maison,6.799559219,301.0,10.98486462,9.693810716
33094,10200,PROVERVILLE,Maison,5.524899844,246.0,10.98486462,9.693810716
33095,10400,SAINT AUBIN,Maison,7.588262778,596.0,10.98486462,9.693810716
33124,10320,SOMMEVAL,Maison,6.979485954,316.0,10.98486462,9.693810716
33131,10110,BAR SUR SEINE,Appartement,6.455210935,3186.0,10.98486462,9.693810716
33145,10360,FONTETTE,Maison,5.238666886,205.0,10.98486462,9.693810716
33151,10240,NOGENT SUR AUBE,Maison,6.646381806,323.0,10.98486462,9.693810716
33156,10500,DIENVILLE,Appartement,5.68531728,892.0,10.98486462,9.693810716
33162,10140,TRANNES,Maison,5.524899844,238.0,10.98486462,9.693810716
33182,10380,CHARNY LE BACHOT,Maison,6.799559219,269.0,10.98486462,9.693810716
33186,10410,VILLECHETIF,Maison,6.213621711,954.0,10.98486462,9.693810716
33197,10700,VILLETTE SUR AUBE,Maison,6.05409912,262.0,10.98486462,9.693810716
33198,10500,EPOTHEMONT,Maison,6.213621711,177.0,10.98486462,9.693810716
33203,10320,SOULIGNY,Maison,6.979485954,407.0,10.98486462,9.693810716
33221,10500,LESMONT,Maison,6.285561876,313.0,10.98486462,9.693810716
33231,10150,LAVAU,Appartement,9.200762394,940.0,10.98486462,9.693810716
33244,10290,TRANCAULT,Maison,7.588262778,188.0,10.98486462,9.693810716
33261,10130,CHAMOY,Maison,6.979485954,517.0,10.98486462,9.693810716
33265,10150,FEUGES,Maison,6.979485954,336.0,10.98486462,9.693810716
33282,10700,VILLIERS HERBISSE,Maison,6.05409912,88.0,10.98486462,9.693810716
33285,10700,VINETS,Maison,6.646381806,178.0,10.98486462,9.693810716
33291,10220,BREVONNES,Maison,6.801187393,689.0,10.98486462,9.693810716
33311,10440,TORVILLIERS,Appartement,9.200762394,993.0,10.98486462,9.693810716
33312,10500,BRIENNE LA VIEILLE,Maison,5.524899844,430.0,10.98486462,9.693810716
33314,10290,FAUX VILLECERF,Maison,6.792094388,223.0,10.98486462,9.693810716
33319,10500,MOLINS SUR AUBE,Maison,6.285561876,111.0,10.98486462,9.693810716
33321,10700,HERBISSE,Maison,6.05409912,161.0,10.98486462,9.693810716
33334,10500,JUZANVIGNY,Maison,6.285561876,129.0,10.98486462,9.693810716
33357,10190,NEUVILLE SUR VANNE,Maison,6.792094388,436.0,10.98486462,9.693810716
33366,10110,CHERVEY,Maison,5.238666886,167.0,10.98486462,9.693810716
33396,10130,CHESSY LES PRES,Maison,5.653753788,525.0,10.98486462,9.693810716
33400,10400,PERIGNY LA ROSE,Maison,6.340490469,147.0,10.98486462,9.693810716
33431,10140,LA VILLENEUVE AU CHENE,Maison,7.517213395,436.0,10.98486462,9.693810716
33434,10190,MESSON,Maison,6.979485954,477.0,10.98486462,9.693810716
33435,10220,MESNIL SELLIERES,Maison,6.213621711,609.0,10.98486462,9.693810716
33442,10110,POLISOT,Maison,5.238666886,332.0,10.98486462,9.693810716
33450,10130,MONTIGNY LES MONTS,Maison,5.653753788,260.0,10.98486462,9.693810716
33465,10110,FRALIGNES,Maison,6.213621711,88.0,10.98486462,9.693810716
33471,10200,ECLANCE,Maison,5.524899844,104.0,10.98486462,9.693810716
33474,10100,SAINT HILAIRE SOUS ROMILLY,Maison,6.340490469,366.0,10.98486462,9.693810716
33489,10130,MAROLLES SOUS LIGNIERES,Maison,6.738463185,336.0,10.98486462,9.693810716
33503,10500,RADONVILLIERS,Maison,6.213621711,375.0,10.98486462,9.693810716
33505,10110,CELLES SUR OURCE,Maison,5.238666886,516.0,10.98486462,9.693810716
33527,10110,VITRY LE CROISE,Maison,5.238666886,232.0,10.98486462,9.693810716
33557,10240,CHAUDREY,Maison,6.646381806,147.0,10.98486462,9.693810716
33559,10140,VILLY EN TRODES,Maison,6.213621711,256.0,10.98486462,9.693810716
33563,10700,SAINT REMY SOUS BARBUISE,Maison,6.05409912,240.0,10.98486462,9.693810716
33566,10160,PLANTY,Maison,6.792094388,242.0,10.98486462,9.693810716
33574,10190,PRUGNY,Maison,6.979485954,381.0,10.98486462,9.693810716
33581,10130,VILLENEUVE AU CHEMIN,Maison,5.653753788,187.0,10.98486462,9.693810716
33599,10240,LONGSOLS,Maison,6.801187393,126.0,10.98486462,9.693810716
33605,10190,BUCEY EN OTHE,Maison,6.979485954,444.0,10.98486462,9.693810716
33606,10190,DIERREY ST JULIEN,Maison,6.979485954,272.0,10.98486462,9.693810716
33614,10700,VAUPOISSON,Maison,6.646381806,124.0,10.98486462,9.693810716
33615,10330,CHAVANGES,Maison,6.285561876,600.0,10.98486462,9.693810716
33620,10240,RAMERUPT,Maison,6.646381806,413.0,10.98486462,9.693810716
33632,10170,VALLANT SAINT GEORGES,Maison,6.799559219,401.0,10.98486462,9.693810716
33703,10510,ORIGNY LE SEC,Maison,6.799559219,610.0,10.98486462,9.693810716
33707,10270,COURTERANGES,Maison,7.517213395,572.0,10.98486462,9.693810716
33762,10210,VILLIERS LE BOIS,Maison,5.312159508,99.0,10.98486462,9.693810716
33798,10110,CHAUFFOUR LES BAILLY,Maison,7.517213395,125.0,10.98486462,9.693810716
33801,10170,BESSY,Maison,6.340490469,137.0,10.98486462,9.693810716
33804,10160,VULAINES,Maison,6.792094388,229.0,10.98486462,9.693810716
33805,10130,SAINT PHAL,Maison,6.979485954,532.0,10.98486462,9.693810716
33809,10260,MONTCEAUX LES VAUDES,Maison,7.517213395,278.0,10.98486462,9.693810716
33852,10110,BUXEUIL,Maison,5.238666886,134.0,10.98486462,9.693810716
33929,10140,MAGNY FOUCHARD,Maison,5.524899844,268.0,10.98486462,9.693810716
33942,10320,RONCENAY,Maison,6.979485954,161.0,10.98486462,9.693810716
33944,10800,SAINT THIBAULT,Maison,7.517213395,555.0,10.98486462,9.693810716
33957,10700,TROUANS,Maison,6.05409912,234.0,10.98486462,9.693810716
33960,10700,SAINT ETIENNE SOUS BARBUISE,Maison,6.05409912,176.0,10.98486462,9.693810716
33995,10210,CHAOURCE,Maison,5.653753788,1070.0,10.98486462,9.693810716
33996,10130,DAVREY,Maison,5.653753788,231.0,10.98486462,9.693810716
34056,10240,ISLE-AUBIGNY,Maison,6.646381806,177.0,10.98486462,9.693810716
34062,10410,VILLECHETIF,Appartement,9.200762394,954.0,10.98486462,9.693810716
34083,10270,FRESNOY LE CHATEAU,Maison,7.517213395,290.0,10.98486462,9.693810716
34091,10220,GERAUDOT,Maison,6.213621711,343.0,10.98486462,9.693810716
34092,10130,BERNON,Maison,5.653753788,172.0,10.98486462,9.693810716
34097,10400,MARNAY SUR SEINE,Maison,7.588262778,242.0,10.98486462,9.693810716
34100,10800,ROUILLY SAINT LOUP,Maison,7.517213395,558.0,10.98486462,9.693810716
34113,10700,ORMES,Maison,6.05409912,183.0,10.98486462,9.693810716
34138,11000,CARCASSONNE,Maison,7.674793344,47795.0,10.59126859,9.217101858
34139,11000,CARCASSONNE,Appartement,9.003606196,47795.0,10.59126859,9.217101858
34140,11600,VILLEGAILHENC,Maison,8.102222149,1763.0,10.59126859,9.217101858
34144,11300,LIMOUX,Maison,7.069844636,10625.0,10.59126859,9.217101858
34146,11700,PUICHERIC,Maison,6.593247609,1207.0,10.59126859,9.217101858
34148,11570,CAZILHAC,Maison,6.643176743,1700.0,10.59126859,9.217101858
34149,11400,MAS SAINTES PUELLES,Maison,6.656658856,946.0,10.59126859,9.217101858
34152,11310,LACOMBE,Maison,5.923171184,178.0,10.59126859,9.217101858
34154,11250,PREIXAN,Maison,6.643176743,636.0,10.59126859,9.217101858
34155,11220,RIEUX EN VAL,Maison,7.369175463,94.0,10.59126859,9.217101858
34156,11400,CASTELNAUDARY,Appartement,8.636155627,12467.0,10.59126859,9.217101858
34158,11400,CASTELNAUDARY,Maison,7.043495464,12467.0,10.59126859,9.217101858
34159,11170,PEZENS,Maison,6.832705387,1717.0,10.59126859,9.217101858
34161,11160,PEYRIAC MINERVOIS,Maison,6.533575604,1175.0,10.59126859,9.217101858
34164,11400,LAURABUC,Maison,6.740535384,424.0,10.59126859,9.217101858
34167,11290,ARZENS,Maison,6.832705387,1262.0,10.59126859,9.217101858
34169,11500,BELVIANES ET CAVIRAC,Maison,5.879394854,254.0,10.59126859,9.217101858
34170,11300,PAULIGNE,Maison,6.179600166,378.0,10.59126859,9.217101858
34172,11250,GARDIE,Maison,6.812979225,127.0,10.59126859,9.217101858
34173,11230,PUIVERT,Maison,5.767384494,460.0,10.59126859,9.217101858
34174,11800,VILLEDUBERT,Maison,5.923171184,362.0,10.59126859,9.217101858
34175,11380,MIRAVAL-CABARDES,Maison,5.923171184,46.0,10.59126859,9.217101858
34176,11140,PUILAURENS,Maison,5.879394854,277.0,10.59126859,9.217101858
34178,11620,VILLEMOUSTAUSSOU,Appartement,8.635452331,4528.0,10.59126859,9.217101858
34180,11240,BELVEZE DU RAZES,Maison,6.179600166,869.0,10.59126859,9.217101858
34181,11600,BAGNOLES,Maison,5.923171184,310.0,10.59126859,9.217101858
34182,11290,LAVALETTE,Maison,6.832705387,1521.0,10.59126859,9.217101858
34183,11600,CONQUES-SUR-ORBIEL,Maison,7.151428385,2600.0,10.59126859,9.217101858
34185,11160,CAUNES MINERVOIS,Maison,5.923171184,1671.0,10.59126859,9.217101858
34188,11150,BRAM,Maison,6.807529918,3285.0,10.59126859,9.217101858
34189,11400,SOUILHE,Maison,6.656658856,331.0,10.59126859,9.217101858
34191,11420,PLAIGNE,Maison,6.740535384,116.0,10.59126859,9.217101858
34198,11570,CAVANAC,Maison,6.643176743,978.0,10.59126859,9.217101858
34201,11410,SAINT MICHEL DE LANES,Maison,7.718320208,476.0,10.59126859,9.217101858
34210,11610,PENNAUTIER,Maison,7.151428385,2647.0,10.59126859,9.217101858
34211,11800,TREBES,Appartement,8.952341264,5695.0,10.59126859,9.217101858
34213,11390,LES MARTYS,Maison,5.923171184,304.0,10.59126859,9.217101858
34215,11700,AZILLE,Appartement,8.204307086,1152.0,10.59126859,9.217101858
34216,11800,LAURE MINERVOIS,Maison,6.533575604,1050.0,10.59126859,9.217101858
34218,11700,SAINT COUAT D AUDE,Maison,6.593247609,400.0,10.59126859,9.217101858
34224,11170,SAINT MARTIN LE VIEIL,Maison,7.151428385,228.0,10.59126859,9.217101858
34226,11700,MOUX,Maison,6.593247609,709.0,10.59126859,9.217101858
34228,11300,LIMOUX,Appartement,8.549106741,10625.0,10.59126859,9.217101858
34236,11270,BREZILHAC,Maison,5.931524914,181.0,10.59126859,9.217101858
34238,11700,PEPIEUX,Maison,6.533575604,1108.0,10.59126859,9.217101858
34241,11700,LAREDORTE,Maison,6.533575604,1214.0,10.59126859,9.217101858
34248,11300,BRUGAIROLLES,Maison,6.832705387,284.0,10.59126859,9.217101858
34251,11700,DOUZENS,Maison,7.369175463,753.0,10.59126859,9.217101858
34252,11320,LABASTIDE D ANJOU,Maison,6.656658856,1322.0,10.59126859,9.217101858
34254,11500,QUILLAN,Maison,5.879394854,3346.0,10.59126859,9.217101858
34256,11220,LAGRASSE,Maison,7.369175463,553.0,10.59126859,9.217101858
34258,11290,MONTREAL,Maison,6.791170609,2068.0,10.59126859,9.217101858
